device_id,event_time,latitude,longitude,city,region,country,two_letter_country,postal_code,timezone_name,gmt_offset
visitor_1,2026-03-02 13:00:00,40.77185891830566,-73.966312817315,New York,ny,usa,us,10021,Eastern Time,-05:00
person_B,2026-03-02 13:00:00,35.26618365970174,-105.96936672285204,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
person_A,2026-03-02 13:00:00,18.300706865928362,-64.82483168485477,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
visitor_1,2026-03-02 13:30:00,40.77186330005024,-73.96609177396017,New York,ny,usa,us,10021,Eastern Time,-05:00
person_B,2026-03-02 13:30:00,35.266544114863926,-105.9693025933672,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
person_B,2026-03-02 13:30:00,39.73920763668671,-104.9901229120023,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-02 13:30:00,25.761592311949077,-80.19166826067057,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_A,2026-03-02 13:30:00,18.30011301609242,-64.82514465240976,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
person_A,2026-03-02 14:00:00,18.300643556017256,-64.82539883643706,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
person_B,2026-03-02 14:00:00,35.26662113065456,-105.96931011795132,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
person_B,2026-03-02 14:30:00,35.266738726800334,-105.96943052719004,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
person_A,2026-03-02 14:30:00,18.300195489508045,-64.82463357676856,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
person_B,2026-03-02 15:00:00,35.26647958519089,-105.96971434642258,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
person_A,2026-03-02 15:00:00,18.30026888150779,-64.82539397195092,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
person_B,2026-03-02 15:30:00,35.26673278239011,-105.96941420493326,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
person_A,2026-03-02 15:30:00,18.300175839020103,-64.8250680611565,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
person_B,2026-03-02 16:00:00,35.266671952477445,-105.96982997442865,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
person_B,2026-03-02 16:30:00,35.26646300647402,-105.96947340801582,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
visitor_7,2026-03-02 22:00:00,33.7493843937069,-84.38795653314881,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_4,2026-03-02 22:00:00,33.7486084201493,-84.38808887512238,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_5,2026-03-02 22:00:00,32.77636403360452,-96.79722574464621,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_1,2026-03-02 22:00:00,25.762044346813553,-80.1917309669327,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_6,2026-03-02 22:00:00,39.73902072454619,-104.99042791078982,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_8,2026-03-02 22:00:00,39.73932020635378,-104.99004396487868,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_2,2026-03-02 22:00:00,33.74874037260354,-84.38766608671519,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_9,2026-03-02 22:00:00,25.761424851183662,-80.19161541480568,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_10,2026-03-02 22:00:00,39.73952805822223,-104.99042338512416,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-02 22:00:00,25.761449466321963,-80.19152181049448,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_B,2026-03-02 22:00:00,39.739386926229066,-104.99011961402812,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_3,2026-03-02 22:00:00,25.761475859077482,-80.19215291771434,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_8,2026-03-02 23:00:00,39.73951836498065,-104.99006758500892,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_7,2026-03-02 23:00:00,33.749222024474015,-84.38770479776085,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_6,2026-03-02 23:00:00,39.739290434972396,-104.98998334818482,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-02 23:00:00,25.761921386716626,-80.19140722154945,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_5,2026-03-02 23:00:00,32.77679751084457,-96.79734433616207,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_10,2026-03-02 23:00:00,39.73956365924694,-104.99038047518673,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_4,2026-03-02 23:00:00,33.7489524892381,-84.38760262297941,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_3,2026-03-02 23:00:00,25.761818566241477,-80.19175184946168,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_A,2026-03-02 23:00:00,25.761892658197077,-80.19212240732651,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_2,2026-03-02 23:00:00,33.74913985497313,-84.38821289186572,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_1,2026-03-02 23:00:00,25.761746832194245,-80.19182799392311,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_B,2026-03-02 23:00:00,39.7390716235001,-104.99049380688132,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-03 00:00:00,25.761313347453143,-80.19160521736683,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_B,2026-03-03 00:00:00,39.73927346058972,-104.99025965426925,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_5,2026-03-03 00:00:00,32.776603167429926,-96.79668612597419,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_1,2026-03-03 00:00:00,25.76195382133422,-80.19193760475008,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_7,2026-03-03 00:00:00,33.74878048926429,-84.38814592481438,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_4,2026-03-03 00:00:00,33.74895279151808,-84.38803198669919,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_8,2026-03-03 00:00:00,39.73926739425075,-104.99051552038611,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 00:00:00,25.761747924426157,-80.19149883428685,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_3,2026-03-03 00:00:00,25.761494848816174,-80.19208178098117,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_10,2026-03-03 00:00:00,39.73923560781924,-104.98999203072131,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_2,2026-03-03 00:00:00,33.748949982085655,-84.38766619521482,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_6,2026-03-03 00:00:00,39.73886965081564,-104.99061387237751,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_6,2026-03-03 01:00:00,39.738812861449134,-104.98990617278317,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 01:00:00,25.762025366325073,-80.19148116839355,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_9,2026-03-03 01:00:00,25.761613843228332,-80.19173489638652,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_7,2026-03-03 01:00:00,33.74925483570054,-84.38778039394944,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_10,2026-03-03 01:00:00,39.739547168403554,-104.99006026870427,Denver,co,usa,us,80202,Mountain Time,-07:00
person_B,2026-03-03 01:00:00,39.73930271354456,-104.99014787809168,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_8,2026-03-03 01:00:00,39.73899508735814,-104.99043166818291,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_2,2026-03-03 01:00:00,33.7492613455638,-84.38769090527065,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_3,2026-03-03 01:00:00,25.761685201245147,-80.19181542604926,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_5,2026-03-03 01:00:00,32.77659352944245,-96.79664048757168,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_1,2026-03-03 01:00:00,25.761847334421898,-80.19176188010202,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_4,2026-03-03 01:00:00,33.749341961113394,-84.38825502018304,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_10,2026-03-03 02:00:00,39.739043046832045,-104.99039702025256,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 02:00:00,25.761976649526872,-80.19167695668114,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_8,2026-03-03 02:00:00,39.73930232320065,-104.99012557334655,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_1,2026-03-03 02:00:00,25.761451725194085,-80.19152288538167,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_9,2026-03-03 02:00:00,25.761526272687714,-80.19145083266838,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_3,2026-03-03 02:00:00,25.761429113009523,-80.19203695605792,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_4,2026-03-03 02:00:00,33.74921926529874,-84.3881205178397,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_5,2026-03-03 02:00:00,32.7770786458209,-96.79734243680612,Dallas,tx,usa,us,75201,Central Time,-06:00
person_B,2026-03-03 02:00:00,39.73898204794434,-104.99054890603196,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_6,2026-03-03 02:00:00,39.73893274348963,-104.99018511799478,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_2,2026-03-03 02:00:00,33.748998688938215,-84.38814587690361,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_7,2026-03-03 02:00:00,33.74902002949051,-84.38768754412708,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_1,2026-03-03 03:00:00,25.761305340867555,-80.19192780517771,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_10,2026-03-03 03:00:00,39.73945771716255,-104.99066128537663,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-03 03:00:00,25.761514831081392,-80.1917508614094,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_2,2026-03-03 03:00:00,33.749074919216554,-84.38781332605349,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
person_B,2026-03-03 03:00:00,39.73906789973375,-104.99062659155902,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_3,2026-03-03 03:00:00,25.761346330339844,-80.19155488595308,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_8,2026-03-03 03:00:00,39.73934859339087,-104.990459524555,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 03:00:00,25.76151630170008,-80.19175360196706,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_7,2026-03-03 03:00:00,33.7487196643755,-84.38795817892016,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_4,2026-03-03 03:00:00,33.74906813210046,-84.38816887769433,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_6,2026-03-03 03:00:00,39.73922735138247,-104.99069224001639,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_5,2026-03-03 03:00:00,32.77634587731168,-96.79713230827608,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_6,2026-03-03 07:00:00,39.739444988651975,-104.99056395081014,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 07:00:00,25.761768136933693,-80.1914220626745,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_3,2026-03-03 07:00:00,25.761449198431585,-80.19159902682155,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_4,2026-03-03 07:00:00,33.749085975048686,-84.38785384291675,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_3,2026-03-03 07:00:00,40.77193877232523,-73.96670802631391,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_6,2026-03-03 07:30:00,39.7392648294088,-104.99047742392061,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 07:30:00,25.76194321240702,-80.19194365791353,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_3,2026-03-03 07:30:00,25.761577324412436,-80.1921867643444,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_3,2026-03-03 07:30:00,40.7716858887884,-73.96649264140594,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_4,2026-03-03 07:30:00,33.748763392872696,-84.38824240907869,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_10,2026-03-03 08:00:00,40.771447722935505,-73.96618090145658,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_3,2026-03-03 08:00:00,40.771383523368435,-73.96677385831006,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_3,2026-03-03 08:00:00,25.761316608994882,-80.19181406055856,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_4,2026-03-03 08:00:00,33.7487991801213,-84.38790479284846,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_8,2026-03-03 08:00:00,40.77118751317351,-73.96619348394773,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_9,2026-03-03 08:00:00,40.77174019542536,-73.9662985908431,New York,ny,usa,us,10021,Eastern Time,-05:00
person_A,2026-03-03 08:00:00,18.30051731333477,-64.82509513309347,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
person_A,2026-03-03 08:00:00,25.76199527790594,-80.19155521137499,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_2,2026-03-03 08:00:00,40.77125183030583,-73.96651535941317,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_5,2026-03-03 08:00:00,32.77636960268233,-96.79710317523569,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_6,2026-03-03 08:00:00,39.73929906269283,-104.98990803801165,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-03 08:00:00,25.76146853872902,-80.19177517352888,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_7,2026-03-03 08:00:00,33.748610122021915,-84.38792255089577,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_8,2026-03-03 08:30:00,40.77120654094431,-73.9668382155163,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_7,2026-03-03 08:30:00,33.74926062307122,-84.38763077377507,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_5,2026-03-03 08:30:00,32.77680471893476,-96.7966443455754,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_2,2026-03-03 08:30:00,40.77128779246492,-73.96665365856808,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_3,2026-03-03 08:30:00,25.76197508630597,-80.19166249393965,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_3,2026-03-03 08:30:00,40.77129712637016,-73.96672525646532,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_4,2026-03-03 08:30:00,33.748663587223874,-84.38819092274389,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_6,2026-03-03 08:30:00,39.739053450964185,-104.98997490549445,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-03 08:30:00,25.761895556873643,-80.19161166813947,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_9,2026-03-03 08:30:00,40.77128248327591,-73.9664475340064,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_10,2026-03-03 08:30:00,40.77161014968486,-73.96644783843573,New York,ny,usa,us,10021,Eastern Time,-05:00
person_A,2026-03-03 08:30:00,18.300665977159927,-64.82505643736503,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
person_A,2026-03-03 08:30:00,25.761348352985653,-80.19193935650833,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_B,2026-03-03 09:00:00,35.26684644414536,-105.96987352037065,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
visitor_6,2026-03-03 09:00:00,32.776990828385905,-96.79712104618018,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_6,2026-03-03 09:00:00,39.738901207657285,-104.99038893255656,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 09:00:00,25.7613035216109,-80.19159035911403,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_10,2026-03-03 09:00:00,39.73894744972268,-104.99032066814895,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_3,2026-03-03 09:00:00,25.76168629546964,-80.1918487113135,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_9,2026-03-03 09:00:00,25.76131178151268,-80.19154126304997,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_10,2026-03-03 09:00:00,40.7714433217675,-73.9661942721595,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_3,2026-03-03 09:00:00,40.77149433211061,-73.96657321146955,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_5,2026-03-03 09:00:00,32.77632092629863,-96.79715644197331,Dallas,tx,usa,us,75201,Central Time,-06:00
person_A,2026-03-03 09:00:00,18.300207898406267,-64.82526649667844,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
visitor_4,2026-03-03 09:00:00,33.749264025992865,-84.38775917046415,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_4,2026-03-03 09:00:00,39.739346594182926,-104.99011536330676,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_7,2026-03-03 09:00:00,33.74929324208158,-84.38771347307674,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_7,2026-03-03 09:00:00,32.7768596781601,-96.79706280088512,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_2,2026-03-03 09:00:00,39.73953943304616,-104.99005019562436,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_5,2026-03-03 09:00:00,32.77663241628125,-96.79678802828298,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_1,2026-03-03 09:00:00,25.76154172535461,-80.19206716552033,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_9,2026-03-03 09:00:00,40.77117761956557,-73.96661994692747,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_8,2026-03-03 09:00:00,40.77135488643292,-73.96660493913905,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_1,2026-03-03 09:30:00,25.761546540625243,-80.19217632428156,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_10,2026-03-03 09:30:00,40.77124180926906,-73.966148345088,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_5,2026-03-03 09:30:00,32.776761725251916,-96.79718493746991,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_3,2026-03-03 09:30:00,40.77153746000411,-73.9666863915765,New York,ny,usa,us,10021,Eastern Time,-05:00
person_A,2026-03-03 09:30:00,25.76153958722992,-80.19203907595107,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_8,2026-03-03 09:30:00,40.77136270734116,-73.96667825583148,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_2,2026-03-03 09:30:00,39.73959136208746,-104.99007075021794,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-03 09:30:00,25.761922480423852,-80.19213720136327,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_9,2026-03-03 09:30:00,40.771302674291995,-73.96619124131962,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_10,2026-03-03 09:30:00,39.73914475568731,-104.98991608734222,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_3,2026-03-03 09:30:00,25.761484935973677,-80.1921431284756,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_A,2026-03-03 09:30:00,18.30023267204122,-64.82515354534014,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
visitor_7,2026-03-03 09:30:00,33.74928156764042,-84.38829291263764,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_7,2026-03-03 09:30:00,32.776407057464084,-96.79705534192395,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_6,2026-03-03 09:30:00,39.73925662338995,-104.99058552649068,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_4,2026-03-03 09:30:00,39.7394980284917,-104.99064359229594,Denver,co,usa,us,80202,Mountain Time,-07:00
person_B,2026-03-03 09:30:00,35.26610501334709,-105.96954624612188,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
visitor_5,2026-03-03 09:30:00,32.776375116277435,-96.79739742049374,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_6,2026-03-03 09:30:00,32.776666311004696,-96.79687006307805,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_4,2026-03-03 09:30:00,33.74864268635787,-84.38802954931982,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_3,2026-03-03 10:00:00,40.77179156874912,-73.96634687863609,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_10,2026-03-03 10:00:00,40.77171224382092,-73.96664148880531,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_8,2026-03-03 10:00:00,40.77132271791917,-73.9661588434184,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_4,2026-03-03 10:00:00,39.7392565086228,-104.99000859844736,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-03 10:00:00,25.76158007102073,-80.19159389431739,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_5,2026-03-03 10:00:00,32.777061591719544,-96.79681159011305,Dallas,tx,usa,us,75201,Central Time,-06:00
person_B,2026-03-03 10:00:00,35.26647891587047,-105.96974315144796,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
person_A,2026-03-03 10:00:00,18.30062616939648,-64.82465920181721,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
visitor_1,2026-03-03 10:00:00,25.762010539423475,-80.19170600850012,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_10,2026-03-03 10:00:00,39.73905195242079,-104.98991720493714,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-03 10:00:00,40.7719249477116,-73.96639585087586,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_8,2026-03-03 10:00:00,39.739024192871895,-104.99068130319671,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_5,2026-03-03 10:00:00,32.77655921527993,-96.79739438932555,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_7,2026-03-03 10:00:00,33.74903045975213,-84.38815474898999,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_2,2026-03-03 10:00:00,39.73917612141669,-104.99031338221533,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 10:00:00,25.76166159980031,-80.19178128976085,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_7,2026-03-03 10:00:00,40.77116927933614,-73.96607342912172,New York,ny,usa,us,10021,Eastern Time,-05:00
person_B,2026-03-03 10:00:00,39.739075048691475,-104.98992663815605,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_2,2026-03-03 10:00:00,33.74903713786975,-84.38800401698617,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_6,2026-03-03 10:00:00,32.77680444559002,-96.79704061363819,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_1,2026-03-03 10:00:00,39.73906289637653,-104.9904522086834,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_7,2026-03-03 10:00:00,32.776955199037204,-96.79697184383527,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_7,2026-03-03 10:30:00,33.748731098574915,-84.38823565152181,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_5,2026-03-03 10:30:00,32.776963958390276,-96.79663979420883,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_10,2026-03-03 10:30:00,40.7714655187876,-73.96652424460147,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_7,2026-03-03 10:30:00,32.776668787837096,-96.79670413362405,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_6,2026-03-03 10:30:00,32.77664281747646,-96.79699699546408,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_7,2026-03-03 10:30:00,40.77145026329466,-73.9665234362106,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_5,2026-03-03 10:30:00,32.77686277698382,-96.79675960634563,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_8,2026-03-03 10:30:00,39.73941558268988,-104.99051172661552,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_10,2026-03-03 10:30:00,39.73925555111723,-104.99012844667375,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_9,2026-03-03 10:30:00,25.761904421020624,-80.19160505521126,Miami,fl,usa,us,33101,Eastern Time,-05:00
visitor_9,2026-03-03 10:30:00,40.77128280362653,-73.96676920872805,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_8,2026-03-03 10:30:00,40.7717026683506,-73.9665045262219,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_1,2026-03-03 10:30:00,25.76197495734749,-80.192067927002,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_A,2026-03-03 10:30:00,18.30087372485242,-64.82489763924116,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
visitor_2,2026-03-03 10:30:00,39.73912014318719,-104.99042918510872,Denver,co,usa,us,80202,Mountain Time,-07:00
person_B,2026-03-03 10:30:00,35.26684986656021,-105.96954574304752,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
visitor_3,2026-03-03 10:30:00,40.77149672802329,-73.96668883907984,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_2,2026-03-03 10:30:00,33.74864749641207,-84.38816058192621,Atlanta,ga,usa,us,30301,Eastern Time,-05:00
visitor_1,2026-03-03 10:30:00,39.73941690740467,-104.99022975305327,Denver,co,usa,us,80202,Mountain Time,-07:00
person_A,2026-03-03 10:30:00,25.761781094732672,-80.19168325658028,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_B,2026-03-03 10:30:00,39.73897893116019,-104.99048150402182,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_4,2026-03-03 10:30:00,39.73903354574065,-104.99055832266603,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_1,2026-03-03 11:00:00,39.7393644130798,-104.9901954272395,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_7,2026-03-03 11:00:00,32.77631125223147,-96.79722556058974,Dallas,tx,usa,us,75201,Central Time,-06:00
person_B,2026-03-03 11:00:00,35.26684925964395,-105.96974546347985,Santa Fe,nm,usa,us,87501,Mountain Time,-07:00
visitor_10,2026-03-03 11:00:00,39.73926389918544,-104.99054012720849,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_8,2026-03-03 11:00:00,39.739577905629226,-104.99035792666032,Denver,co,usa,us,80202,Mountain Time,-07:00
visitor_6,2026-03-03 11:00:00,32.77635509509346,-96.79709757034709,Dallas,tx,usa,us,75201,Central Time,-06:00
visitor_9,2026-03-03 11:00:00,40.771360562351326,-73.96607483341641,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_8,2026-03-03 11:00:00,40.77122699523684,-73.96609412291312,New York,ny,usa,us,10021,Eastern Time,-05:00
visitor_1,2026-03-03 11:00:00,25.76150901377802,-80.19175813846735,Miami,fl,usa,us,33101,Eastern Time,-05:00
person_A,2026-03-03 11:00:00,18.30084932949697,-64.82498375169833,Charlotte Amalie,vi,usa,us,00802,Atlantic Standard Time,-04:00
visitor_2,2026-03-03 11:00:00,39.73950438170394,-104.99062433244075,Denver,co,usa,us,80202,Mountain Time,-07:00
